963,ART 0890-01
964,ART 0890-04
965,ART 0890-05
966,ART 0890-06
967,ART 0890-07
968,ART 0890-08
969,ART 0890-09
970,ART 0890-10
971,ART 0897-01
972,ART 0898-01
973,ASTR 0115-02
974,ASTR 0115-03
975,ASTR 0115-01
976,ASTR 0115-04
977,ASTR 0115-05
978,ASTR 0116-01
979,ASTR 0116-06
980,ASTR 0116-07
981,ASTR 0116-02
982,ASTR 0116-03
983,ASTR 0116-04
984,ASTR 0116-05
985,ASTR 0116-08
986,ASTR 0116-09
987,ASTR 0116-10
988,ASTR 0301-01
989,ASTR 0301-02
990,ASTR 0685-01
992,ASTR 0685-03
993,ASTR 0685-04
994,ATHL 0240-01
995,ATHL 0240-02
996,ATHL 0240-03
997,ATHL 0240-05
998,ATHL 0240-06
999,ATHL 0240-07
1000,ATHL 0240-08
1001,ATHL 0240-09
1002,ATHL 0240-10
1003,ATHL 0240-12
1004,ATHL 0240-13
1005,ATHL 0240-14
1006,ATHL 0254-01
1007,ATHL 0256-01
1008,ATHL 0256-02
1009,ATHL 0268-01
1010,ATHL 0268-02
1011,ATHL 0275-01
1012,ATHL 0278-01
1013,ATHL 0278-02
1014,BECA 0200-01
1015,BECA 0201-01
1016,BECA 0201-02
1017,BECA 0230-01
1018,BECA 0231-01
1019,BECA 0231-02
1020,BECA 0231-03
1021,BECA 0231-04
1022,BECA 0235-01
1023,BECA 0240-01
1024,BECA 0241-01
1025,BECA 0241-02
1026,BECA 0241-03
1027,BECA 300G-01
1028,BECA 300G-04
1029,BECA 0305-01
1030,BECA 0330-01
1031,BECA 0340-01
1032,BECA 0348-01
1033,BECA 0350-01
1034,BECA 0370-01
1035,BECA 0370-02
1036,BECA 0390-01
1037,BECA 0428-01
1038,BECA 0430-01
1039,BECA 0505-01
1040,BECA 0510-01
1041,BECA 0523-01
1042,BECA 0530-01
1043,BECA 0545-01
1044,BECA 0546-01
1045,BECA 0546-02
1046,BECA 0561-01
1047,BECA 0651-01
1048,BECA 0695-01
1049,BECA 0695-02
1050,BECA 0695-03
1051,BECA 0695-04
1052,BECA 0695-05
1053,BECA 0695-06
1054,BECA 0695-07
1055,BECA 0695-08
1057,BECA 0695-10
1058,BECA 0695-11
1059,BECA 0695-12
1060,BECA 0700-01
1061,BECA 0702-01
1062,BECA 0852-01
1063,BECA 0852-02
1064,BECA 0852-03
1065,BECA 0852-04
1066,BECA 0852-05
1067,BECA 0894-01
1068,BECA 0894-02
1069,BECA 0894-04
1070,BECA 0894-05
1071,BECA 0898-01
1072,BECA 0898-02
1073,BECA 0898-03
1074,BECA 0898-04
1075,BECA 0898-05
1076,BIOL 0100-01
1077,BIOL 0100-05
1078,BIOL 0100-02
1079,BIOL 0100-04
1080,BIOL 0100-07
1081,BIOL 0100-10
1082,BIOL 0100-11
1083,BIOL 0100-08
1084,BIOL 0101-02
1085,BIOL 0101-03
1086,BIOL 0101-14
1087,BIOL 0101-15
1088,BIOL 0101-04
1089,BIOL 0101-05
1090,BIOL 0101-06
1091,BIOL 0101-07
1092,BIOL 0101-08
1093,BIOL 0101-09
1094,BIOL 0101-10
1095,BIOL 0101-11
1096,BIOL 0101-12
1097,BIOL 0101-13
1098,BIOL 0101-16
1099,BIOL 0101-17
1100,BIOL 0150-01
1101,BIOL 0150-02
1102,BIOL 0150-03
1103,BIOL 0150-04
1104,BIOL 0150-05
1105,BIOL 0150-06
1106,BIOL 0150-07
1107,BIOL 0150-08
1108,BIOL 0170-01
1109,BIOL 0210-01
1110,BIOL 0211-01
1111,BIOL 0211-02
1112,BIOL 0211-03
1113,BIOL 0211-04
1114,BIOL 0211-05
1115,BIOL 0212-01
1116,BIOL 0213-01
1117,BIOL 0213-02
1118,BIOL 0213-04
1119,BIOL 0213-05
1120,BIOL 0230-01
1121,BIOL 0230-02
1123,BIOL 0230-04
1125,BIOL 0230-08
1127,BIOL 0230-12
1129,BIOL 0230-14
1131,BIOL 0230-18
1133,BIOL 0230-20
1135,BIOL 0230-06
1137,BIOL 0230-10
1139,BIOL 0230-16
1140,BIOL 0317-01
1141,BIOL 0318-01
1142,BIOL 0327-01
1143,BIOL 0328-01
1144,BIOL 0328-02
1145,BIOL 0328-03
1146,BIOL 0328-04
1147,BIOL 0328-05
1148,BIOL 0328-06
1149,BIOL 0330-01
1150,BIOL 0337-01
1151,BIOL 0350-01
1152,BIOL 351G-01
1153,BIOL 351G-02
1154,BIOL 351G-03
1155,BIOL 351G-04
1156,BIOL 0355-01
1158,BIOL 0357-01
1159,BIOL 0382-01
1160,BIOL 0401-01
1161,BIOL 402G-03
1162,BIOL 402G-04
1163,BIOL 402G-01
1164,BIOL 402G-02
1165,BIOL 0430-01
1166,BIOL 0431-01
1167,BIOL 0431-02
1168,BIOL 0435-01
1169,BIOL 0458-01
1170,BIOL 0458-02
1175,BIOL 0482-01
1176,BIOL 0482-02
1178,BIOL 0482-04
1180,BIOL 0482-06
1181,BIOL 0582-01
1182,BIOL 0582-02
1183,BIOL 0612-01
1184,BIOL 0708-01
1185,BIOL 0801-01
1186,BIOL 0801-02
1187,BIOL 0803-01
1188,BIOL 0863-01
1189,BIOL 0871-01
1190,BIOL 0871-02
1191,BIOL 0881-01
1192,BIOL 0881-02
1193,BIOL 0881-03
1194,BIOL 0881-04
1195,BIOL 0881-05
1196,BIOL 0881-06
1197,BIOL 0881-07
1198,BIOL 0881-08
1199,BIOL 0881-09
1200,BIOL 0881-10
1201,BIOL 0881-11
1202,BIOL 0881-12
1203,BIOL 0881-13
1204,BIOL 0881-14
1205,BIOL 0881-15
1206,BIOL 0881-16
1207,BIOL 0881-17
1208,BIOL 0881-18
1209,BIOL 0881-19
1210,BIOL 0881-20
1211,BIOL 0881-21
1212,BIOL 0881-22
1213,BIOL 0881-23
1214,BIOL 0881-24
1215,BIOL 0881-25
1216,BIOL 0881-26
1217,BIOL 0881-27
1218,BIOL 0881-28
1219,BIOL 0881-29
1220,BIOL 0881-30
1221,BIOL 0881-31
1222,BIOL 0881-32
1223,BIOL 0881-33
1224,BIOL 0881-34
1225,BIOL 0881-35
1226,BIOL 0881-36
1227,BIOL 0881-37
1228,BIOL 0881-38
1229,BIOL 0881-39
1230,BIOL 0881-40
1231,BIOL 0881-41
1232,BIOL 0881-42
1233,BIOL 0881-43
1234,BIOL 0883-01
1235,BIOL 0891-01
1236,BIOL 0891-02
1237,BIOL 0895-01
1238,BIOL 0895-02
1239,BIOL 0895-03
1240,BIOL 0895-04
1241,BIOL 0895-05
1242,BIOL 0895-06
1243,BIOL 0895-07
1244,BIOL 0895-08
1245,BIOL 0895-09
1246,BIOL 0895-10
1247,BIOL 0895-11
1248,BIOL 0895-12
1249,BIOL 0895-13
1250,BIOL 0895-14
1251,BIOL 0895-15
1252,BIOL 0895-16
1253,BIOL 0895-17
1254,BIOL 0895-18
1255,BIOL 0895-19
1256,BIOL 0895-20
1257,BIOL 0895-21
1258,BIOL 0895-22
1259,BIOL 0895-23
1260,BIOL 0895-24
1261,BIOL 0895-25
1263,BIOL 0895-27
1264,BIOL 0895-28
1265,BIOL 0895-29
1266,BIOL 0895-30
1267,BIOL 0895-31
1268,BIOL 0895-32
1269,BIOL 0895-33
1270,BIOL 0895-34
1271,BIOL 0895-35
1272,BIOL 0895-36
1273,BIOL 0895-37
1274,BIOL 0895-38
1275,BIOL 0895-39
1276,BIOL 0895-40
1277,BIOL 0895-41
1278,BIOL 0895-42
1279,BIOL 0895-43
1280,BIOL 0895-44
1281,BIOL 0896-01
1282,BIOL 0896-02
1283,BIOL 0898-01
1284,BIOL 0898-03
1285,BIOL 0898-04
1286,BIOL 0898-05
